source_rank,tld,source_status,server_adapter,whois_host,server_url,current_parser_class,parser_family,initial_coverage_state,resource_group,implementation_package
958,data,delegated,Standard,whois.nic.data,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.data,package-3
959,dll,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:959,package-2
960,admin,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:960,package-3
961,xn--d1acj3b,delegated,Standard,whois.nic.xn--d1acj3b,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.xn--d1acj3b,package-1
962,man,delegated,Standard,whois.nic.man,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.man,package-3
963,cisco,delegated,None,"","",Whois::Parsers::Blank,Blank,adapter_none_excluded,row:963,package-4
964,nlhttp,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:964,package-5
965,prof,delegated,Standard,whois.nic.google,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.google,package-3
966,comv1,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:966,package-1
967,comt,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:967,package-2
968,degree,delegated,Standard,whois.nic.degree,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.degree,package-3
969,wifi,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:969,package-3
970,cnnull,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:970,package-4
971,root,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:971,package-5
972,content,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:972,package-1
973,ntt,delegated,None,"","",Whois::Parsers::Blank,Blank,adapter_none_excluded,row:973,package-2
974,memorial,delegated,Standard,whois.nic.memorial,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.memorial,package-4
975,belkin,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:975,package-3
976,yun,delegated,Standard,whois.teleinfo.cn,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.teleinfo.cn,package-3
977,fk,delegated,None,"","",Whois::Parsers::Blank,Blank,adapter_none_excluded,row:977,package-4
978,airforce,delegated,Standard,whois.nic.airforce,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.airforce,package-4
979,xn--kput3i,delegated,Standard,whois.nic.xn--kput3i,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.xn--kput3i,package-2
980,unused,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:980,package-5
981,gn-cn,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:981,package-1
982,gbl,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:982,package-2
983,pdfpro,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:983,package-3
984,cahttp,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:984,package-4
985,pay,delegated,Standard,whois.nic.pay,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.pay,package-2
986,xn--90ae,delegated,None,"","",Whois::Parsers::Blank,Blank,adapter_none_excluded,row:986,package-5
987,empty,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:987,package-1
988,coms,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:988,package-2
989,yu,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:989,package-3
990,master,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:990,package-4
991,citic,delegated,None,"","",Whois::Parsers::Blank,Blank,adapter_none_excluded,row:991,package-5
992,qtq,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:992,package-1
993,viajes,delegated,Standard,whois.nic.viajes,"",Whois::Parsers::Blank,Blank,parser_missing,host:whois.nic.viajes,package-3
994,eunull,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:994,package-2
995,hotspot-50,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:995,package-3
996,shiksha,delegated,Standard,whois.afilias.net,"",Whois::Parsers::WhoisAfiliasNet,BaseAfilias2,parser_present_unverified,family:BaseAfilias2,package-2
997,behnam,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:997,package-4
998,ns1,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:998,package-5
999,guitars,delegated,Standard,whois.uniregistry.net,"",Whois::Parsers::WhoisUniregistryNet,BaseIcannCompliant,parser_present_unverified,family:BaseIcannCompliant,package-1
1000,redis,undelegated,Unmapped,"","",Whois::Parsers::Blank,Blank,excluded_undelegated,row:1000,package-3
